accumulation_steps,backbone_trainable,cuda_allocated_bytes,cuda_peak_allocated_bytes,cuda_reserved_bytes,epoch,gpu_memory_used_mib,gpu_power_w,gpu_temperature_c,gpu_utilization_percent,lr,process_max_rss_kb,seconds,system_load_1m,system_memory_available_kb,system_memory_total_kb,train_accuracy,train_balanced_accuracy,train_cohen_kappa,train_loss,train_macro_f1,train_matthews_correlation_coefficient,train_weighted_f1,val_accuracy,val_average_precision_macro,val_balanced_accuracy,val_cohen_kappa,val_expected_calibration_error_10_bins,val_loss,val_macro_f1,val_matthews_correlation_coefficient,val_multiclass_brier_score,val_multiclass_log_loss,val_roc_auc_ovr_macro,val_roc_auc_ovr_weighted,val_weighted_f1
4,True,103682048.0,416865280.0,436207616.0,11,537.0,13.55,79.0,42.0,3e-05,2017648.0,155.43120908737183,1.43701171875,10810264.0,16094848.0,0.9896030245746692,0.9887696484634255,0.9858301581669937,0.05068393685904046,0.9885147705325357,0.9858346377621693,0.9896005501516442,0.9969742813918305,1.0,0.9973684210526316,0.9958773560193097,0.010366937043881327,0.015389882482976812,0.9962020011524961,0.995889928714374,0.00587315408841021,0.015390598432971681,1.0,1.0,0.996981255650239
4,True,103682048.0,416865280.0,436207616.0,12,537.0,15.45,80.0,15.0,3e-05,2018168.0,158.66605925559998,1.37548828125,10815808.0,16094848.0,0.9914933837429112,0.992199026246259,0.9884066522682856,0.037993445386394896,0.9916043058321613,0.9884238520264819,0.9914874666638228,1.0,1.0,1.0,1.0,0.005303679767931918,0.005718428311068508,1.0,1.0,0.001165252832666654,0.00571337015002491,1.0,1.0,1.0
4,True,103682048.0,416865280.0,436207616.0,13,537.0,13.03,79.0,29.0,3e-05,2018252.0,157.50940203666687,1.45947265625,10798668.0,16094848.0,0.9920604914933837,0.9924282092594969,0.9891768053941579,0.03694076460460685,0.992325056623521,0.9891891922942239,0.992056898991129,0.9984871406959153,1.0,0.9975,0.9979369409297186,0.006936063148446136,0.007484412201672846,0.9980875506139623,0.9979400958698424,0.001505612214719198,0.007477363967234598,1.0,1.0,0.9984853249215491
4,True,103682048.0,416865280.0,436207616.0,14,537.0,15.39,80.0,12.0,3e-05,2018252.0,153.49770760536194,1.57080078125,10830724.0,16094848.0,0.994328922495274,0.994019352071571,0.9922680457575785,0.03483191519278711,0.9942260046019218,0.9922745945787529,0.9943259510311314,0.9969742813918305,0.9999931110498761,0.9968354430379747,0.9958742166629216,0.006634163406602454,0.011275565570837476,0.9970987427885417,0.995886671199831,0.00392595047259671,0.011270521090741632,0.9999972063917756,0.9999967879844924,0.9969725660746485
4,True,103682048.0,416865280.0,436207616.0,15,537.0,13.43,80.0,41.0,9e-06,2018252.0,153.33288836479187,1.4111328125,10813336.0,16094848.0,0.994328922495274,0.9942986678597895,0.9922692687259185,0.024882167508059386,0.9942509601478072,0.9922731852926215,0.9943260606129722,0.9969742813918305,0.9999683585746285,0.995,0.9958727225045894,0.0057275253146306365,0.01111714481049409,0.9961658469511874,0.995885323418806,0.004297992598210147,0.011110591365336132,0.9999927500637898,0.9999940912655902,0.9969669207140592
4,True,103682048.0,416865280.0,436207616.0,16,537.0,12.08,79.0,47.0,9e-06,2018252.0,157.61399054527283,1.46142578125,10800740.0,16094848.0,0.9950850661625709,0.9946578701284021,0.9932981978418385,0.0276724202214764,0.9951473327945476,0.9933056567546791,0.9950842095277426,0.9969742813918305,0.999954794838633,0.9961842105263158,0.9958750405631412,0.006181629234810301,0.00806697621309648,0.9961842105263158,0.9958750405631412,0.003325311592035485,0.008067060117816265,0.9999871628473411,0.9999876672345751,0.9969742813918305
4,True,103682048.0,416865280.0,436207616.0,17,537.0,14.83,80.0,7.0,9e-06,2018548.0,153.31036138534546,1.39990234375,10808396.0,16094848.0,0.9973534971644612,0.9975522988225541,0.9963926236118226,0.017699015533457166,0.997438234515155,0.9963939831104649,0.9973525312307917,1.0,1.0,1.0,1.0,0.00566658643421516,0.0064179931543436345,1.0,1.0,0.0021173541014564813,0.006416112582207302,1.0,1.0,1.0
4,True,103682048.0,416865280.0,436207616.0,18,537.0,13.28,80.0,26.0,2.7e-06,2018548.0,152.2801718711853,1.47412109375,10826008.0,16094848.0,0.995274102079395,0.9952512368759269,0.9935572148792334,0.023624234923677843,0.9953595532915186,0.9935611439803889,0.9952714896243993,0.9969742813918305,0.9999931110498761,0.9971019320453032,0.9958757869385362,0.006368745256668799,0.007546658571682724,0.9966467786381377,0.9958789095042686,0.0025885844834417403,0.007545596527731358,0.9999972063917756,0.9999967879844924,0.996975643359458
4,True,103682048.0,416865280.0,436207616.0,19,537.0,14.97,80.0,37.0,2.7e-06,2018548.0,153.63399457931519,1.462890625,10797064.0,16094848.0,0.9947069943289225,0.9947775244340433,0.992784801944226,0.0198806414484211,0.9946499163571165,0.9927901704819312,0.9947066542702,0.9984871406959153,1.0,0.9975,0.9979369409297186,0.0071951653397006685,0.007842113730446935,0.9980875506139623,0.9979400958698424,0.001796952843781473,0.007844684836636567,1.0,1.0,0.9984853249215491
4,True,103682048.0,416865280.0,436207616.0,20,537.0,14.19,80.0,44.0,2.7e-06,2018548.0,153.66158246994019,1.25634765625,10793872.0,16094848.0,0.9956521739130435,0.994821902539007,0.9940716063417977,0.02188454031015483,0.9953050245266823,0.9940753819748052,0.9956493026122228,1.0,1.0,1.0,1.0,0.0054515526565337424,0.00606151855821579,1.0,1.0,0.0016908599391118873,0.006061198261356403,1.0,1.0,1.0
